REPORTING YEAR,FACILITY NAME,GHGRP ID,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2019,430 Permian Basin DEC,1008290,35.466697,-97.51453,Oklahoma City,OKLAHOMA COUNTY,OK,73102,DEVON ENERGY CORP (100%),735490,W
2019,430 Permian Basin GB DEC,1012353,35.46713402,-97.5177769,Oklahoma City,,OK,73102,DEVON ENERGY CORP (100%),66507,W
2019,430 Permian Basin QEP Energy Company,1009691,29.75608,-95.36433,Denver,HARRIS COUNTY,CO,80265,QEP RESOURCES INC (100%),268414,W
2019,48th Street Peaking Station,1001106,42.7553,-86.0853,HOLLAND,Allegan,MI,49423,CITY OF HOLLAND (100%),13841,"C,D"
2019,50 Buttes Gas Plant,1012037,43.85274,-105.77781,Gillette,CAMPBELL COUNTY,WY,82716,MERITAGE MIDSTREAM SERVICES II LLC (100%),109781,"C,W"
2019,515 Powder River Basin,1012569,39.7312095,-104.9826965,Denver,,CO,80202,WOLD ENERGY PARTNERS LLC (100%),17937,W
2019,515 Powder River Basin DEC,1009278,35.4711808,-97.516602,Oklahoma City,,OK,73102,DEVON ENERGY CORP (100%),278373,W
2019,535 Green River Basin - BP America Production Company,1008622,29.78037,-95.6295,Houston,,TX,77079,BP AMERICA INC (100%),357229,W
2019,535 Green River Basin QEP Energy Company,1008295,39.74846,-104.99402,Denver,,CO,80265,QEP RESOURCES INC (100%),711,W
2019,580 - San Juan Basin Gathering/Boosting,1012154,37.33290351,-107.8777404,DURANGO,,CO,81301,BP AMERICA INC (100%),295182,W
2019,580 San Juan Basin - Simcoe LLC,1009076,29.78037,-95.6295,DURANGO,,CO,81301,BP AMERICA INC (100%),1126149,W
2019,58TH ST LF (MAIN COUNTY LF),1004680,25.83301,-80.3465,MIAMI,MIAMI-DADE COUNTY,FL,33178,COUNTY OF MIAMI-DADE WASTE MANAGEMENT (100%),67620,HH
2019,59th Street,1000766,40.7711,-73.9911,NEW YORK,New York,NY,10019,CONSOLIDATED EDISON INC (100%),224910,C
2019,69TH ST WWTP,1007733,29.75579,-95.29791,HOUSTON,HARRIS COUNTY,TX,77020,CITY OF HOUSTON (100%),24202,C
2019,745 San Joaquin Basin Chevron USA Inc.,1008499,37.795963,-122.022317,San Ramon,,CA,94583,CHEVRON CORP (100%),13571,W
2019,74th Street,1000767,40.768,-73.9515,NEW YORK,New York,NY,10021,CONSOLIDATED EDISON INC (100%),254385,C
2019,A B Brown Generating Station,1001033,37.9053,-87.715,MOUNT VERNON,Posey,IN,47620,VECTREN CORP (100%),2789541,D
2019,"A.C.M.S., Inc.",1012058,28.743151,-82.091653,Lake Panasoffkee,SUMTER COUNTY,FL,33538,WASTE CONNECTIONS US INC (100%),139493,HH
2019,A.J. Mihm Generating Station,1013527,46.793722,-88.616566,Pelkie,,MI,49958,WEC Energy Group (100%),99393,C
2019,ABBOTT PARK FACILITY,1002983,42.30227,-87.89065,ABBOTT PARK,LAKE COUNTY,IL,60064,ABBOTT LABORATORIES (100%),54130,C
2019,ABBVIE LTD.,1007514,18.433237,-66.570509,BARCELONETA,BARCELONETA MUNICIPIO,PR,617,ABBVIE INC (100%),86980,C
2019,ABC COKE,1004511,33.580769,-86.781281,TARRANT,JEFFERSON COUNTY,AL,35217,DRUMMOND CO INC (100%),177087,"C,Q"
2019,ABERDEEN ENERGY LLC,1005353,45.442417,-98.787139,MINA,EDMUNDS COUNTY,SD,57451,GLACIAL LAKES ENERGY LLC (100%),193370,C
2019,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,1006971,39.481881,-76.137166,APG,HARFORD COUNTY,MD,21005,US GOVERNMENT (%),108123,C
2019,ABSOLUTE ENERGY LLC,1002627,43.49951,-92.91709,ST ANSGAR (MONA),MITCHELL COUNTY,IA,50472,ABSOLUTE ENERGY LLC (100%),140703,"C,II"
2019,AC 857 A,1002685,26.29555555,-94.89777777,Offshore,,TX,0,SHELL PETROLEUM INC (100%),214993,"C,W"
2019,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,1006529,30.256038,-92.532637,EGAN,ACADIA PARISH,LA,70531,ACADIA PARISH POLICE JURY (100%),53725,HH
2019,ACE ETHANOL LLC,1004761,44.9589,-90.9608,STANLEY,CHIPPEWA COUNTY,WI,54768,ACE ETHANOL LLC (100%),75592,"C,PP"
2019,ACME BRICK CO ELGIN PLANT,1005601,30.32903,-97.29207,ELGIN,BASTROP COUNTY,TX,78621,BERKSHIRE HATHAWAY INC (100%),26166,C
2019,ACME GYPSUM FACILITY,1005046,34.323944,-99.818194,QUANAH,HARDEMAN COUNTY,TX,79252,KOCH INDUSTRIES INC (100%),39611,C
2019,ADA COGENERATION,1002731,42.929287,-85.431127,ADA,KENT COUNTY,MI,49355,ADA COGENERATION LP (99.5%),81393,C
2019,"ADA Carbon Solutions (Red River), LLC",1003752,32.005405,-93.387829,Coushatta,RED RIVER PARISH,LA,71019,ADA CARBON SOLUTIONS LLC (100%),172185,C
2019,ADKINS ENERGY LLC,1003422,42.3586,-89.80342,LENA,STEPHENSON COUNTY,IL,61048,ADKINS ENERGY LLC (100%),91352,C
2019,ADM - MANKATO,1002154,44.186805,-93.995493,MANKATO,BLUE EARTH COUNTY,MN,56001,ARCHER DANIELS MIDLAND CO (100%),90585,C
2019,ADM CORN PROCESSING,1006047,41.9192,-91.6862,CEDAR RAPIDS,LINN COUNTY,IA,52404,ARCHER DANIELS MIDLAND CO (100%),3071299,"C,II"
2019,ADM CORN PROCESSING,1006208,41.8196,-90.2122,CLINTON,CLINTON COUNTY,IA,52732,ARCHER DANIELS MIDLAND CO (100%),2088384,"C,TT"
2019,ADM Deerfield,1010610,37.80725,-94.585301,Deerfield,VERNON COUNTY,MO,64741,ARCHER DANIELS MIDLAND CO (100%),40697,C
2019,ADM Fostoria,1011855,41.1494,-83.43295,Fostoria,HANCOCK COUNTY,OH,44830,ARCHER DANIELS MIDLAND CO (100%),29149,C
2019,ADM QUINCY,1000376,39.903884,-91.410552,QUINCY,ADAMS COUNTY,IL,62305,ARCHER DANIELS MIDLAND CO (100%),109507,C
2019,ADM SOUTHERN CELLULOSE PROD.IN,1006080,34.997921,-85.318581,CHATTANOOGA,HAMILTON COUNTY,TN,37410,ARCHER DANIELS MIDLAND CO (100%),26210,C
2019,ADM SOYBEAN PROCESSING - DES MOINES,1000034,41.626329,-93.583205,DES MOINES,POLK COUNTY,IA,50313,ARCHER DANIELS MIDLAND CO (100%),149818,C
2019,ADM Valdosta,1011961,30.8325,-83.248056,Valdosta,LOWNDES COUNTY,GA,31601,ARCHER DANIELS MIDLAND CO (100%),47155,C
2019,ADRIAN LANDFILL,1001991,41.885177,-84.059029,ADRIAN,LENAWEE COUNTY,MI,49221,REPUBLIC SERVICES INC (100%),6905,HH
2019,ADS-CEDAR HILL LANDFILL,1001633,33.6845,-86.2525,RAGLAND,ST. CLAIR COUNTY,AL,35131,ADVANCED DISPOSAL SERVICES INC (100%),137466,"C,HH"
2019,ADS-PECAN ROW-EVERGREEN LANDFILLS,1001636,30.81425,-83.35981,VALDOSTA,LOWNDES COUNTY,GA,31601,ADVANCED DISPOSAL SERVICES INC (100%),320648,HH
2019,ADS-STAR RIDGE LANDFILL,1006790,33.607092,-86.507602,MOODY,ST. CLAIR COUNTY,AL,35004,ADVANCED DISPOSAL SERVICES INC (100%),145819,HH
2019,ADS/MCLEAN COUNTY LANDFILL,1002094,40.465534,-89.03273,BLOOMINGTON,MCLEAN COUNTY,IL,61704,REPUBLIC SERVICES INC (100%),7440,HH
2019,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,1001845,44.4093,-89.854855,WISCONSIN RAPIDS,WOOD COUNTY,WI,54495,ADVANCED DISPOSAL SERVICES INC (100%),36866,"C,HH"
2019,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",1003038,39.73376,-92.53825,MACON,MACON COUNTY,MO,63552,ADVANCED DISPOSAL SERVICES INC (100%),15455,"C,HH"
2019,ADVANCED DISPOSAL OAK RIDGE LANDFILL,1006979,38.556639,-90.527306,BALWIN,ST. LOUIS COUNTY,MO,63021,ADVANCED DISPOSAL SERVICES INC (100%),5324,HH
2019,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,1001637,42.14,-89.085,DAVIS JUNCTION,OGLE COUNTY,IL,61020,ADVANCED DISPOSAL SERVICES INC (100%),184688,"C,HH"
2019,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,1006963,39.822266,-89.043754,DECATUR,MACON COUNTY,IL,62522,ADVANCED DISPOSAL SERVICES INC (100%),29270,"C,HH"
2019,ADVANSIX INC - CHESTERFIELD PLANT,1000627,37.336111,-77.2825,CHESTER,CHESTERFIELD COUNTY,VA,23836,ADVANSIX INC (100%),60337,C
2019,ADVANSIX INCORPORATED - HOPEWELL,1000630,37.1815,-77.1621,HOPEWELL,HOPEWELL CITY,VA,23860,ADVANSIX INC (100%),1241380,"C,G,PP"
2019,AEP Corporate SF6 Emissions,1003708,39.588493,-81.682523,Columbus,WASHINGTON COUNTY,OH,43215,AMERICAN ELECTRIC POWER CO INC (93.34%); ELECTRIC TRANSMISSION TEXAS LLC (4.88%); AMERICAN ELECTRIC POWER CO INC (1.26%),411887,DD
2019,AES - PUERTO RICO COGENERATION PLANT,1005310,17.945,-66.15027,GUAYAMA,GUAYAMA MUNICIPIO,PR,785,AES CORP (100%),4455499,C
2019,AES Alamitos,1001444,33.7688,-118.1009,LONG BEACH,Los Angeles,CA,90803,AES CORP (100%),531900,"C,D"
2019,AES HAWAII INC,1005972,21.306111,-158.108056,KAPOLEI,HONOLULU COUNTY,HI,96707,AES CORP (100%),1309102,C
2019,AES Huntington Beach,1001447,33.6436,-117.9788,HUNTINGTON BEACH,Orange,CA,92646,AES CORP (100%),255989,"C,D"
2019,AES Redondo Beach,1001450,33.8504,-118.395,REDONDO BEACH,Los Angeles,CA,90277,AES CORP (100%),171793,D
2019,AES Warrior Run,1001223,39.5944,-78.7456,CUMBERLAND,Allegany,MD,21502,AES CORP (100%),1226185,"C,D,PP"
2019,AFTON CHEMICAL CORP,1003853,38.60055,-90.1729,SAUGET,ST. CLAIR COUNTY,IL,62201,NEWMARKET CORP (100%),51203,C
2019,AG Energy,1007551,44.7258,-75.4417,Ogdensburg,ST. LAWRENCE COUNTY,NY,13669,AG ENERGY PARTNERS LP (100%),8453,"C,D"
2019,AG PROCESSING INC,1002069,43.10102,-94.65419,EMMETSBURG,PALO ALTO COUNTY,IA,50536,AG PROCESSING INC (100%),25309,C
2019,AG PROCESSING INC A COOP-MANNING,1002070,41.920794,-95.070791,MANNING,CARROLL COUNTY,IA,51455,AG PROCESSING INC (100%),20868,C
2019,AG PROCESSING INC-EAGLE GROVE,1006054,42.669167,-93.904444,EAGLE GROVE,WRIGHT COUNTY,IA,50533,AG PROCESSING INC (100%),68459,C
2019,AG PROCESSING INC-SHELDON,1002408,43.182248,-95.856177,SHELDON,O'BRIEN COUNTY,IA,51201,AG PROCESSING INC (100%),27399,C
2019,AG PROCESSING INCORPORATED A COOPERATIVE,1002291,44.93265,-96.056491,DAWSON,LAC QUI PARLE COUNTY,MN,56232,AG PROCESSING INC (100%),42326,C
2019,AGC FLAT GLASS N AMERICA INC,1007333,37.70035,-84.26846,RICHMOND,MADISON COUNTY,KY,40475,AGC FLAT GLASS NORTH AMERICA INC (100%),94868,"C,N"
2019,AGP SOY/CORN PROCESSING,1002067,40.58971,-98.33974,HASTINGS,ADAMS COUNTY,NE,68901,AG PROCESSING INC (100%),226105,C
2019,AGRI ENERGY LLC,1005284,43.648333,-96.224444,LUVERNE,ROCK COUNTY,MN,56156,GEVO INC (100%),27128,"C,II"
2019,AGRIUM US BORGER NITROGEN OPERATIONS,1002380,35.6411,-101.4203,BORGER,HUTCHINSON COUNTY,TX,79007,AGRIUM US INC (100%),902307,"C,G,PP"
2019,AGRIUM US INC - KFO,1004236,46.165957,-119.017218,KENNEWICK,BENTON COUNTY,WA,99337,AGRIUM US INC (100%),145449,"C,U,V"
2019,AHN Heartland Ingredients,1001919,41.14375,-92.647694,EDDYVILLE,MONROE COUNTY,IA,52553,AJINOMOTO ANIMAL NUTRITION NORTH AMERICA INC (100%),127170,C
2019,"AIR LIQUID LARGE INDUSTRIES US, LP",1006430,33.905833,-118.401944,EL SEGUNDO,LOS ANGELES COUNTY,CA,90245,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),601812,P
2019,AIR LIQUIDE - CORPUS CHRISTI SMR,1003724,27.813911,-97.472347,CORPUS CHRISTI,NUECES COUNTY,TX,78407,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),405375,P
2019,AIR LIQUIDE - FREEPORT HYCO PLANT,1003730,28.98037,-95.38396,FREEPORT,BRAZORIA COUNTY,TX,77541,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),204163,"C,P"
2019,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,1003780,29.981116,-93.952389,PORT NECHES,JEFFERSON COUNTY,TX,77651,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),224754,C
2019,AIR LIQUIDE AMERICA CORP,1003910,32.4478,-94.6875,LONGVIEW,HARRISON COUNTY,TX,75602,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),421383,P
2019,AIR LIQUIDE AMERICA CORP.,1006115,30.21023,-90.99085,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),337136,C
2019,AIR LIQUIDE GEISMAR UTILITY SERVICES,1003591,30.216085,-91.002699,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),156240,C
2019,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,1003748,38.047952,-122.256895,RODEO,CONTRA COSTA COUNTY,CA,94572,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),800782,P
2019,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,1003013,30.237363,-93.285908,WESTLAKE,CALCASIEU PARISH,LA,70669,AIR PRODUCTS & CHEMICALS INC (100%),661608,P
2019,AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,1002754,30.10817,-90.88404,CONVENT,ST. JAMES PARISH,LA,70723,AIR PRODUCTS & CHEMICALS INC (100%),515419,P
2019,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,1002698,30.18379,-90.98836,GEISMAR,ASCENSION PARISH,LA,70734,AIR PRODUCTS & CHEMICALS INC (100%),59767,"P,PP"
2019,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,1003009,30.022255,-89.900984,NEW ORLEANS,ORLEANS PARISH,LA,70129,AIR PRODUCTS & CHEMICALS INC (100%),237132,"C,P"
2019,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,1002121,38.032767,-122.07594,MARTINEZ,CONTRA COSTA COUNTY,CA,94553,AIR PRODUCTS & CHEMICALS INC (100%),717297,P
2019,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",1002122,38.026667,-122.067222,MARTINEZ,CONTRA COSTA COUNTY,CA,94553,AIR PRODUCTS & CHEMICALS INC (100%),264073,P
2019,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,1005809,38.37673,-82.60581,CATLETTSBURG,BOYD COUNTY,KY,41129,AIR PRODUCTS & CHEMICALS INC (100%),145291,P
2019,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,1002727,30.09959,-90.648851,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,AIR PRODUCTS & CHEMICALS INC (100%),866610,P
2019,AIR PRODUCTS AND CHEMICALS INCORPORATED,1002123,38.529722,-121.398889,SACRAMENTO,SACRAMENTO COUNTY,CA,95826,AIR PRODUCTS & CHEMICALS INC (100%),47120,P
2019,AIR PRODUCTS BAYTOWN PLANT,1002430,29.757778,-95.023056,BAYTOWN,HARRIS COUNTY,TX,77520,AIR PRODUCTS & CHEMICALS INC (100%),105219,C
2019,AIR PRODUCTS CARSON HYDROGEN PLANT,1002257,33.812778,-118.231389,CARSON,LOS ANGELES COUNTY,CA,90810,AIR PRODUCTS & CHEMICALS INC (100%),698525,P
2019,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,1002435,33.780833,-118.241111,WILMINGTON,LOS ANGELES COUNTY,CA,90744,AIR PRODUCTS & CHEMICALS INC (100%),819053,P
2019,AJAX PLANT,1010475,35.546399,-100.116256,Wheeler,,TX,79014,MIDCOAST ENERGY LLC (100%),44765,"C,W"
2019,AK Steel Corporation West Works,1005615,38.496367,-82.670282,Ashland,BOYD COUNTY,KY,41101,AK STEEL HOLDING CORP (100%),68110,C
2019,AKER PLANT,1003129,31.91,-96.2233,STREETMAN,FREESTONE COUNTY,TX,75859,MICOAST ENERGY LLC (100%),34640,"C,PP,W"
2019,AKRON REGIONAL LANDFILL *,1006088,41.151282,-81.559298,AKRON,SUMMIT COUNTY,OH,44313,WASTE MANAGEMENT INC (100%),3263,HH
2019,AL CORN CLEAN FUEL,1005149,44.049412,-93.017379,CLAREMONT,DODGE COUNTY,MN,55924,AL-CORN CLEAN FUEL (100%),165458,C
2019,AL Sandersville,1000129,33.1189,-82.8608,WARTHEN,Washington,GA,31094,AL SANDERSVILLE LLC (100%),49762,D
2019,"ALABAMA RIVER CELLULOSE, LLC",1007917,31.580112,-87.490073,PERDUE HILL,MONROE COUNTY,AL,36470,KOCH INDUSTRIES INC (100%),300706,"AA,C,TT"
2019,ALADDIN MILLS - ANTIOCH RD PLA NT,1007272,34.73399,-84.94646,DALTON,WHITFIELD COUNTY,GA,30720,MOHAWK INDUSTRIES INC (100%),44825,C
2019,ALBANY LANDFILL,1006276,42.70324,-73.84958,ALBANY,ALBANY COUNTY,NY,12205,CITY OF ALBANY (100%),68478,HH
2019,ALBEMARLE CORPORATION HOUSTON PLANT,1003402,29.742498,-95.165513,PASADENA,HARRIS COUNTY,TX,77503,ALBEMARLE CORP (100%),45589,C
2019,ALBEMARLE CORPORATION-SOUTH PLANT,1004307,33.1756,-93.2169,MAGNOLIA,COLUMBIA COUNTY,AR,71753,ALBEMARLE CORP (100%),75619,C
2019,ALCOA INC - WARRICK OPERATIONS,1001877,37.915,-87.3328,NEWBURGH,WARRICK COUNTY,IN,47629,ALCOA CORP (100%),5235338,"C,D,F"
2019,ALCOA INTALCO WORKS,1003562,48.8455,-122.7055,FERNDALE,WHATCOM COUNTY,WA,98248,ALCOA CORP (100%),1060051,"C,F,TT"
2019,ALCOA WORLD ALUMINA ATLANTIC,1003201,28.65083,-96.56222,POINT COMFORT,CALHOUN COUNTY,TX,77978,ALCOA CORP (60%); ALCOA CORP (40%),15204,"C,TT"
2019,ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,1003147,35.73834,-84.05978,Friendsville,BLOUNT COUNTY,TN,37737,COUNTY OF BLOUNT (40%); CITY OF ALCOA (30%); CITY OF MARYVILLE (30%),70912,HH
2019,ALL PURPOSE LANDFILL,1004335,37.4135,-121.9724,SANTA CLARA,SANTA CLARA COUNTY,CA,95050,CITY OF SANTA CLARA CA (100%),46441,HH
2019,ALLEGANY BALLISTICS LABORATORY,1005862,39.56097,-78.84361,KEYSER,MINERAL COUNTY,WV,26726,NORTHROP GRUMMAN CORP (100%),24634,C
2019,ALLEN COUNTY PUBLIC WORKS,1007192,37.901209,-95.280776,LA HARPE,ALLEN COUNTY,KS,66751,COUNTY OF ALLEN (100%),67801,"C,HH"
2019,ALLIANCE COMPRESSOR STATION,1005887,33.03512,-97.331434,JUSTIN,DENTON COUNTY,TX,76247,CRESTWOOD EQUITY PARTNERS LP (100%),57690,"C,W"
2019,ALLIANCE PIPELINE - OLIVIA 23-A,1005705,44.8491,-94.8969,BIRD ISLAND,RENVILLE COUNTY,MN,55310,ENBRIDGE ENERGY MANAGEMENT LLC (50%); PEMBINA PIPELINE CORP (50%),101106,"C,W"
2019,ALLIANCE PIPELINE L.P. - MANCHESTER,1001559,42.46915,-91.55145,MANCHESTER,DELAWARE COUNTY,IA,52057,ENBRIDGE ENERGY MANAGEMENT LLC (50%); PEMBINA PIPELINE CORP (50%),90168,"C,W"
2019,ALLIANCE PIPELINE LP-Tampico,1001560,41.592546,-89.784245,TAMPICO,WHITESIDE COUNTY,IL,61283,ENBRIDGE ENERGY MANAGEMENT LLC (50%); PEMBINA PIPELINE CORP (50%),61352,"C,W"
2019,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",1000245,45.993367,-96.648999,FAIRMOUNT,RICHLAND COUNTY,ND,58030,ENBRIDGE ENERGY MANAGEMENT LLC (50%); PEMBINA PIPELINE CORP (50%),104568,"C,W"
2019,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",1001558,47.191058,-98.42561,WIMBLEDON,BARNES COUNTY,ND,58492,ENBRIDGE ENERGY MANAGEMENT LLC (50%); PEMBINA PIPELINE CORP (50%),104654,"C,W"
2019,ALLIANCE SANI LDFL,1007645,41.3965,-75.7375,TAYLOR,LACKAWANNA COUNTY,PA,18517,WASTE MANAGEMENT INC (100%),62525,"C,HH"
2019,ALLIED IMPERIAL LANDFILL,1006197,32.854701,-115.52505,IMPERIAL,IMPERIAL COUNTY,CA,92251,REPUBLIC SERVICES INC (100%),28027,HH
2019,ALLISON GAS PLANT,1007496,35.60785,-100.10148,Allison,WHEELER COUNTY,TX,79003,MIDCOAST ENERGY LLC (100%),43901,"C,W"
