Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2023,9576,Jackson County Rural E M C - (IN),IN,MISO,410,.,.,.,410,0.2,.,.,.,0.2,"4,099",.,.,.,"4,099",0.2,.,.,.,0.2,147,.,.,.,147,131,.,.,.,131,147,.,.,.,147,131,.,.,.,131,10.000,.,.,.,
2023,9601,Jackson Electric Member Corp - (GA),GA,SOCO,"2,090",826,171,.,"3,087",0.6,0.2,0.0,.,0.8,"17,983","4,289",886,.,"23,158",0.7,0.2,0.0,.,0.9,"2,448",0,2,.,"2,450",0,0,0,.,0,"2,448",0,2,.,"2,450",0,0,0,.,0,8.000,5.000,5.000,.,www.jacksonemc.com/savenow
2023,9617,JEA,FL,JEA,"26,246","13,934",.,.,"40,180",4.8,3.0,.,.,7.8,"220,222","178,477",.,.,"398,699",1.9,0.6,.,.,2.5,"1,168",929,.,.,"2,096","1,298",454,.,.,"1,752","1,168",929,.,.,"2,096","1,298",454,.,.,"1,752",8.390,12.810,.,.,
2023,9689,Jefferson Electric Member Corp,GA,SOCO,"2,910",563,.,.,"3,473",.,.,.,.,.,"24,419","5,955",.,.,"30,374",.,.,.,.,.,.,.,.,.,.,35,10,.,.,45,.,.,.,.,.,748,47,.,.,795,8.000,19.000,.,.,
2023,9699,"Jemez Mountains Elec Coop, Inc",NM,WALC,343,371,.,.,714,0.0,0.1,.,.,0.1,"5,120","4,454",.,.,"9,574",0.0,0.1,.,.,0.1,55,18,.,.,73,.,.,.,.,.,55,18,.,.,73,.,.,.,.,.,14.590,12.000,.,.,
2023,9726,Jersey Central Power & Lt Co,NJ,PJM,"101,476","73,131","5,308",0,"179,915",11.1,14.0,1.0,0.0,26.1,"1,293,760","932,503","73,176",0,"2,299,439",11.1,14.0,1.0,0.0,26.1,"15,592","26,269","1,095",0,"42,955","12,148","6,472",270,0,"18,889","15,592","26,269","1,095",0,"42,955","12,148","6,472",270,0,"18,889",12.749,12.751,13.786,0.000,https://www.njcleanenergy.com/cp
2023,9750,"Jo-Carroll Energy, Inc",IL,MISO,392,701,.,.,"1,093",0.0,0.0,.,.,0.1,"6,138","9,146",.,.,"15,284",0.0,0.0,.,.,0.1,49,15,.,.,64,.,.,.,.,.,49,15,.,.,64,.,.,.,.,.,15.658,13.046,.,.,
2023,9778,Johnson County Rural E M C,IN,MISO,132,.,397,.,529,0.1,.,0.1,.,0.1,"2,376",.,"5,955",.,"8,331",0.1,.,0.1,.,0.1,87,.,5,.,92,.,.,.,.,.,87,.,5,.,92,.,.,.,.,.,18.000,.,15.000,.,
2023,9996,City of Kansas City - (KS),KS,SWPP,198,0,0,0,198,0.4,0.0,0.0,0.0,0.4,"1,980",0,0,0,"1,980",0.4,0.0,0.0,0.0,0.4,145,0,0,0,145,0,0,0,0,0,145,0,0,0,145,0,0,0,0,0,7.000,.,.,.,
2023,10000,Evergy Metro,MO,SWPP,"9,777","22,342",.,.,"32,120",3.0,4.5,.,.,7.6,"97,473","261,741",.,.,"359,214",3.0,4.5,.,.,7.6,"3,144","3,414",.,.,"6,559","2,255","1,419",.,.,"3,674","3,144","3,414",.,.,"6,559","2,255","1,419",.,.,"3,674",10.000,11.700,.,.,www.evergy.com
2023,10066,K C Electric Association,CO,WACM,284,244,.,.,528,0.0,0.1,.,.,0.1,"4,272","2,929",.,.,"7,202",0.0,0.1,.,.,0.1,69,10,.,.,79,.,.,.,.,.,69,10,.,.,79,.,.,.,.,.,15.660,12.000,.,.,
2023,10071,Kauai Island Utility Cooperative,HI,NA,"1,766",679,6,0,"2,450",0.9,0.6,0.0,0.0,1.5,"32,758","10,936",96,0,"43,791",1.3,0.6,0.0,0.0,1.9,297,114,1,0,413,70,27,0,0,97,297,114,1,0,413,70,27,0,0,97,13.670,14.270,0.130,0.000,
2023,10171,Kentucky Utilities Co,KY,LGEE,"2,307","20,633",0,0,"22,940",0.0,4.0,0.0,0.0,4.0,"46,139","412,655",0,0,"458,794",0.0,4.0,0.0,0.0,4.0,0,1,0,0,1,5,1,0,0,7,0,1,0,0,1,5,1,0,0,7,20.000,20.000,0.000,0.000,
2023,10376,Kissimmee Utility Authority,FL,,216,141,0,0,357,0.0,79.9,0.0,0.0,79.9,"2,953","1,694",0,0,"4,646",0.0,79.9,0.0,0.0,79.9,85,9,0,0,94,0,0,0,0,0,85,9,0,0,94,239,7,0,0,246,13.669,12.044,0.000,0.000,
2023,10393,PUD No 1 of Klickitat County,WA,BPAT,117,451,"1,253",.,"1,821",.,.,.,.,.,"2,364","5,603","15,036",.,"23,003",.,.,.,.,.,66,77,196,.,340,.,.,.,.,.,66,77,196,.,340,.,.,.,.,.,20.200,12.430,12.000,.,
2023,10454,Kootenai Electric Cooperative,ID,AVA,169,151,0,0,319,0.1,0.0,0.0,0.0,0.1,"3,074","1,857",0,0,"4,932",0.1,0.0,0.0,0.0,0.1,82,30,0,0,112,38,34,0,0,72,82,30,0,0,112,38,34,0,0,72,18.221,12.333,0.000,0.000,
2023,10539,"La Plata Electric Assn, Inc",CO,WACM,"2,704","1,172",.,.,"3,876",0.3,0.2,.,.,0.5,"40,724","14,063",.,.,"54,787",0.3,0.2,.,.,0.5,"1,127",108,.,.,"1,235",0,0,.,.,0,"1,127",108,.,.,"1,235",0,0,.,.,0,15.540,12.000,.,.,
2023,10623,City of Lakeland - (FL),FL,FMPP,"1,931",476,0,0,"2,407",1.2,0.2,0.0,0.0,1.3,"21,525","2,857",0,0,"24,382",1.3,0.5,0.0,0.0,1.8,414,27,0,0,441,0,0,0,0,0,414,27,0,0,441,0,0,0,0,0,14.045,14.045,0.000,0.000,
2023,10627,Lakeview Light & Power,WA,BPAT,13,517,33,.,563,0.0,0.1,0.0,.,0.1,123,"6,681",398,.,"7,202",0.0,0.1,0.0,.,0.1,3,86,2,.,91,.,.,.,.,.,3,86,2,.,91,.,.,.,.,.,9.390,12.000,12.000,.,
2023,10681,Lane Electric Coop Inc,OR,BPAT,180,98,.,.,278,0.0,0.0,.,.,0.1,"3,205","1,352",.,.,"4,557",0.0,0.0,.,.,0.1,146,24,.,.,170,.,.,.,.,.,146,24,.,.,170,.,.,.,.,.,17.760,13.790,.,.,
2023,10704,City of Lansing - (MI),MI,MISO,"6,088","14,756","8,650",.,"29,493",1.0,2.2,1.7,.,4.8,"64,528","191,824","112,452",.,"368,804",1.1,2.8,2.2,.,6.0,615,"1,230",169,.,"2,014",486,669,393,.,"1,548",615,"1,230",169,.,"2,014",486,669,393,.,"1,548",10.600,13.000,13.000,.,
2023,10857,"Lee County Electric Coop, Inc - (FL)",FL,FPL,"56,562",0,.,.,"56,562",0.0,0.0,.,.,0.0,"452,496",0,.,.,"452,496",0.0,0.0,.,.,0.0,0,0,.,.,0,74,0,.,.,74,0,0,.,.,0,74,0,.,.,74,8.000,0.000,.,.,
2023,10868,City of Leesburg - (FL),FL,FPC,35,.,.,.,35,0.0,.,.,.,0.0,510,.,.,.,510,0.0,.,.,.,0.0,20,.,.,.,20,0,.,.,.,0,20,.,.,.,20,0,.,.,.,0,14.570,.,.,.,
2023,10879,Lehi City Corporation,UT,PACE,52,.,.,.,52,.,.,.,.,.,632,.,.,.,632,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,12.230,.,.,.,
2023,10944,PUD No 1 of Lewis County,WA,BPAT,868,"1,279","3,625",.,"5,772",0.4,1.9,1.7,.,4.0,"16,673","16,004","36,481",.,"69,158",0.4,1.9,1.7,.,4.0,790,372,230,.,"1,392",203,96,59,.,357,790,372,230,.,"1,392",203,96,59,.,357,19.200,12.510,10.060,.,
2023,10967,City of Lexington - (NE),NE,SWPP,195,2,0,0,197,0.0,0.0,0.0,0.0,0.0,"2,526",29,0,0,"2,555",0.0,0.0,0.0,0.0,0.0,60,0,0,0,61,19,0,0,0,19,60,0,0,0,61,19,0,0,0,19,12.968,14.996,0.000,0.000,
2023,11018,Lincoln Electric System,NE,SWPP,626,"1,535","7,930",0,"10,091",0.8,0.5,1.6,0.0,2.9,"7,512","18,420","95,160",0,"121,092",0.8,0.5,1.6,0.0,2.9,"1,248",190,716,0,"2,154",81,81,81,0,244,"1,248",190,716,0,"2,154",81,81,81,0,244,12.000,12.000,12.000,.,
2023,11053,Linn County REC,IA,MISO,287,465,0,0,751,0.1,0.2,0.0,0.0,0.3,"5,149","7,203",0,0,"12,351",0.1,0.2,0.0,0.0,0.3,156,43,0,0,199,25,3,0,0,27,156,43,0,0,199,25,3,0,0,27,17.960,15.490,.,.,
2023,11124,City of Lodi - (CA),CA,CISO,318,901,.,.,"1,219",0.1,0.1,.,.,0.2,"3,285","9,550",.,.,"12,835",0.1,0.1,.,.,0.2,228,155,.,.,383,84,6,.,.,90,228,155,.,.,383,84,6,.,.,90,11.953,10.965,.,.,
2023,11135,City of Logan - (UT),UT,PACE,15,13,.,.,27,0.0,0.0,.,.,0.0,507,127,.,.,634,0.0,0.2,.,.,0.2,3,1,.,.,4,1,5,.,.,6,3,1,.,.,4,1,5,.,.,6,10.600,10.000,.,.,
2023,11171,Long Island Power Authority,NY,NYIS,"170,022","53,016",.,.,"223,037",19.2,15.1,.,.,34.3,"2,318,196","848,248",.,.,"3,166,445",19.0,15.0,.,.,34.0,"33,764","19,960",.,.,"53,724","22,823","9,007",.,.,"31,830","33,764","19,960",.,.,"53,724","22,823","9,007",.,.,"31,830",13.635,16.000,.,.,www.psegliny.com
2023,11187,City of Longmont,CO,PSCO,545,"3,580",.,.,"4,125",0.1,0.5,.,.,0.5,"7,167","45,397",.,.,"52,563",0.1,0.5,.,.,0.5,449,"1,182",.,.,"1,631",332,377,.,.,709,449,"1,182",.,.,"1,631",332,377,.,.,709,13.153,12.682,.,.,https://www.prpa.org/financial-information/
2023,11208,Los Angeles Department of Water & Power,CA,LDWP,"29,490","116,171",0,.,"145,661",10.7,18.6,0.0,.,29.3,"321,471","1,101,239",0,.,"1,422,710",10.7,18.6,0.0,.,29.3,"19,682","48,070",0,.,"67,752","26,102","22,505",0,.,"48,607","19,682","48,070",0,.,"67,752","26,102","22,505",0,.,"48,607",14.533,11.237,0.000,0.000,
2023,11241,Entergy Louisiana LLC,LA,MISO,"40,730","32,634",.,.,"73,363",7.7,3.4,.,.,11.2,"593,646","454,663",.,.,"1,048,309",7.7,3.4,.,.,11.2,"4,490","3,021",.,.,"7,511","2,628","2,114",.,.,"4,742","4,490","3,021",.,.,"7,511","2,628","2,114",.,.,"4,742",14.690,14.198,.,.,
2023,11249,Louisville Gas & Electric Co,KY,LGEE,"2,839","33,386",0,0,"36,225",0.0,5.9,0.0,0.0,5.9,"56,775","667,712",0,0,"724,487",0.0,5.9,0.0,0.0,5.9,0,1,0,0,1,5,1,0,0,7,0,1,0,0,1,5,1,0,0,7,20.000,20.000,0.000,0.000,
2023,11251,Loup River Public Power Dist,NE,SWPP,816,623,297,.,"1,735",0.2,0.1,0.0,.,0.3,"10,293","6,879","2,078",.,"19,250",0.2,0.1,0.0,.,0.3,225,29,22,.,275,44,27,11,.,82,245,29,22,.,295,44,27,11,.,82,12.619,11.047,7.000,.,
2023,11256,City of Loveland - (CO),CO,PSCO,"1,333","3,676",0,0,"5,009",0.3,0.6,0.0,0.0,0.9,"9,227","48,794",0,0,"58,021",0.3,0.6,0.0,0.0,0.9,374,"1,187",0,0,"1,561",488,335,0,0,823,374,"1,187",0,0,"1,561",488,335,0,0,823,6.920,13.275,0.000,0.000,
2023,11291,Lumbee River Elec Member Corp,NC,CPLE,"4,983",.,.,.,"4,983",.,.,.,.,.,"5,418",.,.,.,"5,418",.,.,.,.,.,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,1.040,.,.,.,
2023,11475,City of Madison - (SD),SD,MISO,2,.,.,.,2,0.0,.,.,.,0.0,"1,542",.,.,.,"1,542",0.0,.,.,.,0.0,1,.,.,.,1,0,.,.,.,0,68,.,.,.,68,0,.,.,.,0,9.090,.,.,.,
2023,11501,Magic Valley Electric Coop Inc,TX,ERCO,45,.,.,.,45,2.1,.,.,.,2.1,195,.,.,.,195,2.1,.,.,.,2.1,10,.,.,.,10,.,.,.,.,.,10,.,.,.,10,.,.,.,.,.,10.000,.,.,.,
2023,11571,Manitowoc Public Utilities,WI,MISO,52,.,.,.,52,0.0,.,.,.,0.0,52,.,.,.,52,0.0,.,.,.,0.0,16,.,.,.,16,0,.,.,.,0,16,.,.,.,16,0,.,.,.,0,1.000,.,.,.,
2023,11646,City of Marietta - (GA),GA,SOCO,72,.,.,.,72,0.0,.,.,.,0.0,776,.,.,.,776,0.0,.,.,.,0.0,5,.,.,.,5,3,.,.,.,3,0,.,.,.,0,34,.,.,.,34,10.990,.,.,.,
2023,11701,City of Marquette - (MI),MI,MISO,39,0,.,.,39,0.0,0.0,.,.,0.0,136,0,.,.,136,0.0,0.0,.,.,0.0,5,0,.,.,5,3,9,.,.,13,5,0,.,.,5,3,9,.,.,13,8.290,0.000,.,.,
2023,11731,City of Marshall - (MN),MN,MISO,69,341,279,0,689,0.0,0.1,0.0,0.0,0.2,712,"6,783","2,347",0,"9,842",0.0,0.1,0.0,0.0,0.2,28,29,10,0,67,20,11,4,0,35,28,29,10,0,67,20,11,4,0,35,10.340,19.880,8.420,0.000,
2023,11804,Massachusetts Electric Co,MA,ISNE,"71,281","90,303","55,347",.,"216,931",31.0,14.1,8.7,.,53.8,"202,538","750,113","459,747",.,"1,412,398",31.0,14.1,8.7,.,53.8,199,41,7,.,247,55,28,5,.,88,199,41,7,.,247,55,28,5,.,88,2.840,8.310,8.310,.,
2023,11811,Town of Massena - (NY),NY,NYIS,155,121,.,.,276,.,0.0,.,.,0.0,867,"1,937",.,.,"2,805",.,0.0,.,.,0.0,15,5,.,.,20,15,81,.,.,96,15,5,.,.,20,15,81,.,.,96,4.780,14.260,.,.,
2023,12087,McKenzie Electric Coop Inc,ND,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,
2023,12187,City of McMinnville - (OR),OR,BPAT,"2,163",313,0,0,"2,476",0.5,0.1,0.0,0.0,0.5,"37,850","3,607",0,0,"41,457",0.5,0.1,0.0,0.0,0.5,697,67,0,0,765,61,9,0,0,70,697,67,0,0,765,61,9,0,0,70,17.495,11.667,0.000,0.000,
2023,12199,Montana-Dakota Utilities Co,MT,SWPP,6,413,.,.,419,0.0,0.0,.,.,0.0,58,"5,865",.,.,"5,923",0.0,0.0,.,.,0.0,0,36,.,.,37,.,.,.,.,.,0,36,.,.,37,.,.,.,.,.,10.000,10.000,.,.,
2023,12312,Merced Irrigation District,CA,CISO,6,262,.,.,268,0.0,0.0,.,.,0.0,6,262,.,.,268,0.0,0.0,.,.,0.0,13,21,.,.,34,.,.,.,.,.,13,21,.,.,34,.,.,.,.,.,1.000,1.000,.,.,
2023,12341,MidAmerican Energy Co,IA,MISO,"37,964","52,828","18,520",.,"109,312",12.1,10.1,2.7,.,24.9,"91,747","1,004,490","262,478",.,"1,358,714",6.0,10.5,2.6,.,19.1,"3,693","8,271","2,588",.,"14,552","1,559","3,426","1,102",.,"6,087","3,693","8,271","2,588",.,"14,552","1,559","3,426","1,102",.,"6,087",2.420,19.010,14.170,.,https://efs.iowa.gov/efs/ShowDocketSummary.do?docketNumber=EEP-2018-0002
2023,12341,MidAmerican Energy Co,IL,MISO,"7,547","4,545","1,991",.,"14,083",2.4,0.7,0.2,.,3.3,"14,387","56,288","26,715",.,"97,390",0.5,0.7,0.2,.,1.4,489,635,342,.,"1,466",251,231,99,.,581,489,635,342,.,"1,466",251,231,99,.,581,1.910,12.390,13.420,.,http://www.icc.illinois.gov/docket/Documents.aspx?no=13-0423
2023,12390,Metropolitan Edison Co,PA,PJM,"30,705","19,981","37,791",0,"88,476",4.8,3.3,4.7,0.0,12.8,"327,190","261,234","522,126",0,"1,110,551",4.8,3.3,4.7,0.0,12.8,"6,349","5,369","1,832",0,"13,551","3,094","1,540","1,477",0,"6,111","6,349","5,369","1,832",0,"13,551","3,094","1,540","1,477",0,"6,111",10.656,13.074,13.816,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2023,12395,Menard Electric Coop,IL,MISO,22,.,.,.,22,0.0,.,.,.,0.0,330,.,.,.,330,0.0,.,.,.,0.0,2,.,.,.,2,0,.,.,.,0,2,.,.,.,2,0,.,.,.,0,15.000,.,.,.,www.menard.com
2023,12450,Midland Power Coop,IA,MISO,480,9,.,.,489,0.1,0.0,.,.,0.1,"9,440",70,.,.,"9,510",0.1,0.0,.,.,0.1,123,20,.,.,143,65,2,.,.,68,123,20,.,.,143,65,2,.,.,68,16.000,15.000,.,.,
2023,12478,Town of Middletown - (DE),DE,PJM,15,423,0,0,438,0.0,0.1,0.0,0.0,0.1,86,"6,210",0,0,"6,296",0.0,0.1,0.0,0.0,0.1,6,22,0,0,28,11,34,0,0,45,6,22,0,0,28,11,34,0,0,45,5.890,14.670,0.000,0.000,https://www.efficiencysmart.org/middletown-delaware
2023,12539,Midwest Electric Member Corp - (NE),NE,WACM,382,53,526,0,961,0.0,0.0,0.3,0.0,0.4,"5,830",637,"9,019",0,"15,486",0.1,0.0,0.5,0.0,0.5,89,3,46,0,137,.,.,.,.,.,89,3,46,0,137,.,.,.,.,.,15.730,12.000,19.060,0.000,
2023,12647,"ALLETE, Inc.",MN,MISO,"18,787","48,555",.,.,"67,342",2.2,4.3,.,.,6.5,"274,255","639,718",.,.,"913,973",1.6,2.8,.,.,4.4,"1,949","2,618",.,.,"4,568","1,808","3,370",.,.,"5,178","1,949","2,618",.,.,"4,568","1,808","3,370",.,.,"5,178",14.598,13.175,.,.,
2023,12685,Entergy Mississippi LLC,MS,MISO,"28,517","29,354",.,.,"57,872",5.0,5.8,.,.,10.8,"272,181","369,399",.,.,"641,581",5.0,5.8,.,.,10.8,"6,319","5,480",.,.,"11,799","3,174","2,267",.,.,"5,441","6,319","5,480",.,.,"11,799","3,174","2,267",.,.,"5,441",9.544,12.584,.,.,
2023,12686,Mississippi Power Co,MS,SOCO,"13,870","11,792",0,0,"25,662",3.6,3.1,0.0,0.0,6.7,"70,601","112,262",0,0,"182,862",3.6,3.1,0.0,0.0,6.7,"1,591","1,298",0,0,"2,888","1,375",580,0,0,"1,956","1,591","1,298",0,0,"2,888","1,375",580,0,0,"1,956",5.090,9.520,0.000,0.000,
2023,12692,"Missoula Electric Coop, Inc",MT,BPAT,739,146,54,0,940,0.3,0.1,0.0,0.0,0.4,"6,011","3,761",257,0,"10,029",0.0,0.0,0.0,0.0,0.0,162,29,0,0,191,203,15,6,0,224,325,75,5,0,406,405,79,14,0,497,8.957,12.000,10.000,0.000,
2023,12698,Evergy Missouri West,MO,SWPP,"14,328","12,857",.,.,"27,184",4.3,2.8,.,.,7.0,"140,852","156,674",.,.,"297,526",4.3,2.8,.,.,7.0,"3,076","2,220",.,.,"5,296","2,192","1,528",.,.,"3,720","3,076","2,220",.,.,"5,296","2,192","1,528",.,.,"3,720",9.800,12.200,.,.,www.evergy.com
2023,12744,Modern Electric Water Company,WA,AVA,29,319,.,.,348,0.0,0.1,.,.,0.1,746,"3,827",.,.,"4,573",0.0,0.1,.,.,0.1,11,52,.,.,63,5,54,.,.,59,11,52,.,.,63,5,54,.,.,59,25.455,12.000,.,.,
2023,12745,Modesto Irrigation District,CA,BANC,480,"2,985","2,069",.,"5,534",0.1,0.2,0.3,.,0.6,"6,013","44,779","31,032",.,"81,825",0.1,0.2,0.3,.,0.6,416,254,165,.,834,104,383,282,.,769,416,254,165,.,834,104,383,282,.,769,14.010,14.999,15.000,.,https://espportfolios.com/
2023,12825,NorthWestern Energy LLC - (MT),MT,NWMT,"12,653","42,937",.,.,"55,590",0.0,0.0,.,.,0.0,"185,393","606,024",.,.,"791,417",0.0,0.0,.,.,0.0,921,"2,685",.,.,"3,606","3,937","3,474",.,.,"7,411",921,"2,685",.,.,"3,606","3,937","3,474",.,.,"7,411",14.650,14.110,.,.,
2023,12894,City of Moorhead - (MN),MN,SWPP,330,119,543,.,993,0.0,0.0,0.1,.,0.2,"5,711","1,533","6,984",.,"14,227",0.0,0.0,0.1,.,0.2,28,6,27,.,61,29,6,28,.,64,28,6,27,.,61,29,6,28,.,64,17.288,12.855,12.855,.,
2023,13050,"Mountain Parks Electric, Inc",CO,WACM,242,316,0,0,558,0.0,0.1,0.0,0.0,0.1,"3,521","3,789",0,0,"7,310",0.0,0.1,0.0,0.0,0.1,50,12,0,0,62,0,0,0,0,0,50,12,0,0,62,0,0,0,0,0,15.270,12.000,0.000,0.000,
2023,13058,"Mountain View Elec Assn, Inc",CO,WACM,"1,268",341,.,.,"1,608",0.3,0.1,.,.,0.3,"18,634","4,090",.,.,"22,724",0.3,0.1,.,.,0.3,232,21,.,.,254,16,4,.,.,20,232,21,.,.,254,16,4,.,.,20,15.556,12.000,.,.,
2023,13143,Board of Water Electric & Communications,IA,MISO,98,45,.,.,143,0.0,0.0,.,.,0.0,"1,493",586,.,.,"2,079",0.0,0.0,.,.,0.0,41,10,.,.,50,.,.,.,.,.,58,22,.,.,80,.,.,.,.,.,15.211,13.058,.,.,https://mpw.org/rebates/
2023,13208,City of Naperville - (IL),IL,PJM,158,.,.,.,158,4.0,.,.,.,4.0,"4,608",.,.,.,"4,608",4.0,.,.,.,4.0,4,.,.,.,4,7,.,.,.,7,273,.,.,.,273,14,.,.,.,14,20.000,.,.,.,
2023,13214,The Narragansett Electric Co,RI,ISNE,"42,406","49,629","21,779",.,"113,814",5.7,7.2,3.2,.,16.1,"234,535","404,480","177,506",.,"816,521",5.7,7.2,3.2,.,16.1,"32,437","28,824","12,649",.,"73,910","12,865","6,301","2,765",.,"21,931","32,437","28,824","12,649",.,"73,910","12,865","6,301","2,765",.,"21,931",5.531,8.150,8.150,.,https://ripuc.ri.gov/Docket-23-35-EE
2023,13337,Nebraska Public Power District,NE,SWPP,790,"2,223",370,0,"3,384",0.2,0.4,0.0,0.0,0.5,"11,603","24,774","5,556",0,"41,933",0.2,0.4,0.0,0.0,0.5,262,114,26,0,402,19,103,5,0,127,262,114,26,0,402,19,103,5,0,127,14.690,11.143,15.000,0.000,
2023,13407,Nevada Power Co,NV,NEVP,"90,769","149,431",0,0,"240,200",34.2,36.2,0.0,0.0,70.4,"760,563","1,593,813",0,0,"2,354,376",34.2,36.2,0.0,0.0,70.4,"6,679","5,434",0,0,"12,113","11,367","8,867",0,0,"20,235","6,679","5,434",0,0,"12,113","11,367","8,867",0,0,"20,235",8.400,10.700,0.000,0.000,http://puc.nv.gov/utilities/electric.
2023,13441,New Hampshire Elec Coop Inc,NH,ISNE,"1,744","3,744",.,.,"5,489",0.2,0.5,.,.,0.7,"26,282","42,508",.,.,"68,790",0.2,0.5,.,.,0.7,"2,335",959,.,.,"3,294",624,332,.,.,956,"2,335",959,.,.,"3,294",624,332,.,.,956,15.070,11.350,.,.,
2023,13478,"Entergy New Orleans, LLC",LA,MISO,"41,729","26,473","1,010",.,"69,212",7.5,3.9,0.1,.,11.6,"237,408","355,803","14,299",.,"607,510",7.5,3.9,0.1,.,11.6,"5,518","2,873",106,.,"8,497","3,402","4,763",175,.,"8,339","5,518","2,873",106,.,"8,497","3,402","4,763",175,.,"8,339",5.689,13.968,14.156,.,
2023,13511,New York State Elec & Gas Corp,NY,NYIS,"102,605","47,803",.,.,"150,407",11.6,7.9,.,.,19.5,"1,154,108","596,770",.,.,"1,750,878",11.6,7.9,.,.,19.5,"22,100","8,926",.,.,"31,026","5,363","1,583",.,.,"6,946","22,100","8,926",.,.,"31,026","5,363","1,583",.,.,"6,946",15.000,15.000,.,.,
2023,13519,City of Newark - (DE),DE,PJM,108,620,.,.,728,.,.,.,.,.,779,"9,003",.,.,"9,782",.,.,.,.,.,5,31,.,.,36,.,.,.,.,.,75,700,.,.,775,.,.,.,.,.,10.000,10.000,0.000,0.000,
2023,13573,Niagara Mohawk Power Corp.,NY,NYIS,"172,169","109,658","67,210",.,"349,037",1.2,23.1,14.2,.,38.5,"1,011,157","1,318,708","808,240",.,"3,138,105",1.2,23.1,14.2,.,38.5,"23,616","21,844","13,388",.,"58,848","4,860","3,490","2,139",.,"10,489","23,616","21,844","13,388",.,"58,848","4,860","3,490","2,139",.,"10,489",5.900,12.000,12.000,.,
2023,13630,North Carolina Mun Power Agny #1,NC,DUK,477,987,281,.,"1,745",0.1,0.5,0.4,.,1.1,"4,569","9,740","3,739",.,"18,048",0.1,0.5,0.4,.,1.0,61,154,63,.,279,113,37,29,.,179,61,154,63,.,279,113,37,29,.,179,9.577,9.872,13.293,.,
2023,13664,Norris Public Power District,NE,SWPP,785,927,142,0,"1,853",0.2,0.1,0.0,0.0,0.3,"12,625","10,203","1,277",0,"24,104",0.2,0.1,0.0,0.0,0.3,293,55,11,0,359,40,47,3,0,90,293,55,11,0,359,40,47,3,0,90,16.086,11.009,9.014,0.000,
2023,13676,"North Arkansas Elec Coop, Inc",AR,MISO,182,.,.,.,182,0.2,.,.,.,0.2,"3,318",.,.,.,"3,318",0.2,.,.,.,0.2,.,.,.,.,.,"1,048",.,.,.,"1,048",.,.,.,.,.,"7,792",.,.,.,"7,792",10.000,.,.,.,
2023,13687,North Carolina Eastern M P A,NC,CPLE,422,60,20,.,502,0.2,0.2,0.1,.,0.5,"3,317",180,60,.,"3,557",0.2,0.1,0.1,.,0.4,14,0,0,.,14,138,40,2,.,180,14,0,0,.,14,138,40,2,.,180,7.865,3.000,3.000,.,
2023,13725,City of North Platte,NE,SWPP,102,131,0,.,233,0.0,0.0,0.0,.,0.1,874,"1,446",0,.,"2,321",0.0,0.0,0.0,.,0.1,27,7,.,.,33,3,5,.,.,9,27,7,.,.,33,3,5,.,.,9,8.581,11.000,.,.,
2023,13756,Northern Indiana Pub Serv Co,IN,MISO,"37,636","76,272",.,.,"113,908",35.7,9.5,.,.,45.2,"193,202","1,056,254",.,.,"1,249,456",3.6,6.4,.,.,9.9,"3,726","8,119",.,.,"11,846","3,862","3,351",.,.,"7,213","3,726","8,119",.,.,"11,846","3,862","3,351",.,.,"7,213",5.133,13.848,.,.,https://www.nipsco.com/savenow
2023,13780,Northern States Power Co,MI,MISO,"1,436",163,.,.,"1,599",0.1,0.1,.,.,0.1,"12,780","2,078",.,.,"14,858",0.1,0.1,.,.,0.1,169,36,.,.,205,95,76,.,.,171,169,36,.,.,205,95,76,.,.,171,8.900,12.750,.,.,
2023,13780,Northern States Power Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,649,529,.,.,"1,178",123,636,.,.,759,649,529,.,.,"1,178",123,636,.,.,759,.,.,.,.,
