,State,County,Population,Risk_Score,Risk_Rating
119,AR,Carroll,28225,68.27871460388164,Relatively Low
120,AR,Chicot,10180,59.59274578428253,Relatively Low
121,AR,Clark,21403,51.79764556156538,Relatively Low
122,AR,Clay,14532,64.33343938911868,Relatively Low
123,AR,Cleburne,24667,72.44670696786508,Relatively Low
124,AR,Cleveland,7546,11.422208081450844,Very Low
125,AR,Columbia,22769,48.45688832325804,Relatively Low
126,AR,Conway,20697,67.51511294941139,Relatively Low
127,AR,Craighead,111202,92.33216671969456,Relatively Moderate
128,AR,Crawford,60118,77.44193445752465,Relatively Low
129,AR,Crittenden,48103,80.75087496022908,Relatively Low
130,AR,Cross,16824,66.49697741011772,Relatively Low
131,AR,Dallas,6477,13.967546929685016,Very Low
132,AR,Desha,11357,44.73433025771556,Very Low
133,AR,Drew,17320,39.67546929685014,Very Low
134,AR,Faulkner,123427,89.18230989500476,Relatively Moderate
135,AR,Franklin,17065,49.92045816099268,Relatively Low
136,AR,Fulton,12050,45.78428253261215,Very Low
137,AR,Garland,100056,86.12790327712376,Relatively Moderate
138,AR,Grant,17894,29.080496341075406,Very Low
139,AR,Greene,45653,78.68278714603882,Relatively Low
140,AR,Hempstead,20040,58.160992682150805,Relatively Low
141,AR,Hot Spring,33028,61.85173401209036,Relatively Low
142,AR,Howard,12764,42.729875914731146,Very Low
143,AR,Independence,37877,78.04645243398029,Relatively Low
144,AR,Izard,13545,49.34775692013999,Relatively Low
145,AR,Jackson,16727,74.9284123448934,Relatively Low
146,AR,Jefferson,67108,84.25071587655107,Relatively Moderate
147,AR,Johnson,25685,69.26503340757239,Relatively Low
148,AR,Lafayette,6303,30.32134902958956,Very Low
149,AR,Lawrence,16184,68.97868278714604,Relatively Low
150,AR,Lee,8594,55.838370983137125,Relatively Low
151,AR,Lincoln,12931,46.86605154311168,Very Low
152,AR,Little River,12005,25.612472160356347,Very Low
153,AR,Logan,21102,52.052179446388806,Relatively Low
154,AR,Lonoke,74002,78.77823735284758,Relatively Low
155,AR,Madison,16496,61.78810054088451,Relatively Low
156,AR,Marion,16754,42.76169265033408,Very Low
157,AR,Miller,42561,74.22844416162901,Relatively Low
158,AR,Mississippi,40536,88.9914094813872,Relatively Moderate
159,AR,Monroe,6781,61.53356665606109,Relatively Low
160,AR,Montgomery,8481,19.630925867006045,Very Low
161,AR,Nevada,8255,17.181037225580656,Very Low
162,AR,Newton,7210,13.744829780464524,Very Low
163,AR,Ouachita,22627,53.61119949093223,Relatively Low
164,AR,Perry,10019,40.757238307349674,Very Low
165,AR,Phillips,16523,65.28794145720649,Relatively Low
166,AR,Pike,10148,32.325803372573965,Very Low
167,AR,Poinsett,22933,77.3783009863188,Relatively Low
168,AR,Polk,19179,47.979637289214125,Very Low
169,AR,Pope,63305,82.85077951002228,Relatively Moderate
170,AR,Prairie,8271,48.234171174037535,Relatively Low
171,AR,Pulaski,398830,95.06840598154628,Relatively Moderate
172,AR,Randolph,18571,67.7696468342348,Relatively Low
173,AR,St. Francis,23033,80.01909004136175,Relatively Low
174,AR,Saline,123011,76.2010817690105,Relatively Low
175,AR,Scott,9827,31.1804008908686,Very Low
176,AR,Searcy,7772,24.498886414253896,Very Low
177,AR,Sebastian,127706,83.93254852052179,Relatively Moderate
178,AR,Sevier,15824,34.521158129175944,Very Low
179,AR,Sharp,17262,66.14699331848553,Relatively Low
180,AR,Stone,12346,57.17467387846007,Relatively Low
181,AR,Union,39006,61.915367483296215,Relatively Low
182,AR,Van Buren,15758,59.5609290486796,Relatively Low
183,AR,Washington,245782,91.02768055997454,Relatively Moderate
184,AR,White,76780,87.75055679287304,Relatively Moderate
185,AR,Woodruff,6263,66.87877823735285,Relatively Low
186,AR,Yell,20235,64.07890550429526,Relatively Low
187,CA,Alameda,1678284,99.87273305758829,Very High
188,CA,Alpine,1198,23.92618517340121,Very Low
189,CA,Amador,40427,77.79191854915686,Relatively Low
190,CA,Butte,211490,97.16831053133949,Relatively High
191,CA,Calaveras,45237,86.44607063315304,Relatively Moderate
192,CA,Colusa,21811,95.4183900731785,Relatively Moderate
193,CA,Contra Costa,1165466,99.58638243716193,Very High
194,CA,Del Norte,27709,84.34616608335983,Relatively Moderate
195,CA,El Dorado,190978,91.60038180082724,Relatively Moderate
196,CA,Fresno,1007944,98.09099586382435,Relatively High
197,CA,Glenn,28889,94.81387209672287,Relatively Moderate
198,CA,Humboldt,135972,97.00922685332483,Relatively High
199,CA,Imperial,179319,98.05917912822144,Relatively High
200,CA,Inyo,18979,75.88291441298122,Relatively Low
201,CA,Kern,908530,99.01368119630925,Relatively High
202,CA,Kings,152259,91.05949729557747,Relatively Moderate
203,CA,Lake,68074,91.91854915685651,Relatively Moderate
204,CA,Lassen,32683,75.34202990773147,Relatively Low
205,CA,Los Angeles,10005712,100.0,Very High
206,CA,Madera,156146,94.65478841870824,Relatively Moderate
207,CA,Marin,262172,96.02290804963408,Relatively High
208,CA,Mariposa,17060,79.86000636334713,Relatively Low
209,CA,Mendocino,91247,95.10022271714922,Relatively Moderate
210,CA,Merced,281054,95.32293986636972,Relatively Moderate
211,CA,Modoc,8672,80.84632516703786,Relatively Low
212,CA,Mono,13147,67.80146356983774,Relatively Low
213,CA,Monterey,438599,98.37734648425072,Relatively High
214,CA,Napa,137956,97.67737830098633,Relatively High
215,CA,Nevada,102095,84.09163219853643,Relatively Moderate
216,CA,Orange,3183647,99.77728285077951,Very High
217,CA,Placer,404590,89.3413935730194,Relatively Moderate
218,CA,Plumas,19746,78.96913776646515,Relatively Low
219,CA,Riverside,2416838,99.93636652879412,Very High
220,CA,Sacramento,1584652,97.64556156538339,Relatively High
221,CA,San Benito,64102,93.85937002863504,Relatively Moderate
222,CA,San Bernardino,2179979,99.90454979319122,Very High
223,CA,San Diego,3295981,99.68183264397072,Very High
224,CA,San Francisco,873808,98.91823098950049,Relatively High
225,CA,San Joaquin,778512,97.77282850779507,Relatively High
226,CA,San Luis Obispo,280370,93.31848552338528,Relatively Moderate
227,CA,San Mateo,763661,99.33184855233853,Relatively High
228,CA,Santa Barbara,447998,99.39548202354435,Relatively High
229,CA,Santa Clara,1934625,99.84091632198536,Very High
230,CA,Santa Cruz,270408,97.61374482978049,Relatively High
231,CA,Shasta,181918,95.2911231307668,Relatively Moderate
232,CA,Sierra,3200,36.398345529748646,Very Low
233,CA,Siskiyou,43940,90.61406299713649,Relatively Moderate
234,CA,Solano,452833,98.21826280623608,Relatively High
235,CA,Sonoma,488330,99.17276487432389,Relatively High
236,CA,Stanislaus,552683,95.8001909004136,Relatively High
237,CA,Sutter,99621,96.05472478523703,Relatively High
238,CA,Tehama,65755,93.06395163856189,Relatively Moderate
239,CA,Trinity,15882,69.869551384028,Relatively Low
240,CA,Tulare,472585,95.7683741648107,Relatively High
241,CA,Tuolumne,55536,85.77791918549157,Relatively Moderate
242,CA,Ventura,843136,99.42729875914729,Relatively High
243,CA,Yolo,216393,97.35921094495704,Relatively High
244,CA,Yuba,81512,89.02322621699014,Relatively Moderate
245,CO,Adams,519291,94.17753738466432,Relatively Moderate
246,CO,Alamosa,16357,34.33025771555838,Very Low
247,CO,Arapahoe,654201,95.16385618835507,Relatively Moderate
248,CO,Archuleta,13356,14.985682468978684,Very Low
249,CO,Baca,3490,5.79064587973274,Very Low
250,CO,Bent,5639,8.622335348393255,Very Low
251,CO,Boulder,330652,89.50047725103404,Relatively Moderate
252,CO,Broomfield,74051,67.2923958001909,Relatively Low
253,CO,Chaffee,19470,13.490295895641108,Very Low
254,CO,Cheyenne,1748,5.217944638880051,Very Low
255,CO,Clear Creek,9391,37.671014953865736,Very Low
256,CO,Conejos,7453,6.204263442570792,Very Low
257,CO,Costilla,3420,4.295259306395164,Very Low
258,CO,Crowley,5922,5.249761374482978,Very Low
259,CO,Custer,4686,7.095132039452752,Very Low
260,CO,Delta,31182,16.57651924912504,Very Low
261,CO,Denver,715210,93.60483614381167,Relatively Moderate
262,CO,Dolores,2322,1.304486159720013,Very Low
263,CO,Douglas,357700,81.89627744193446,Relatively Low
264,CO,Eagle,55552,32.00763601654471,Very Low
265,CO,Elbert,26043,23.385300668151448,Very Low
266,CO,El Paso,729693,93.50938593700286,Relatively Moderate
267,CO,Fremont,48877,42.570792236716514,Very Low
268,CO,Garfield,61566,56.41107222398982,Relatively Low
269,CO,Gilpin,5803,14.190264078905503,Very Low
270,CO,Grand,15695,31.56220171810372,Very Low
271,CO,Gunnison,16897,23.67165128857779,Very Low
272,CO,Hinsdale,788,2.863506204263443,Very Low
273,CO,Huerfano,6808,18.199172764874323,Very Low
274,CO,Jackson,1355,1.749920458160993,Very Low
275,CO,Jefferson,582825,94.78205536111999,Relatively Moderate
276,CO,Kiowa,1446,2.958956411072224,Very Low
277,CO,Kit Carson,7070,49.856824689786826,Relatively Low
278,CO,Lake,7405,4.072542157174674,Very Low
279,CO,La Plata,55533,66.33789373210308,Relatively Low
280,CO,Larimer,358792,93.54120267260579,Relatively Moderate
281,CO,Las Animas,14491,21.826280623608017,Very Low
282,CO,Lincoln,5675,11.390391345847917,Very Low
283,CO,Logan,21526,65.66974228444161,Relatively Low
284,CO,Mesa,155647,47.34330257715558,Very Low
285,CO,Mineral,863,1.527203308940503,Very Low
286,CO,Moffat,13270,15.2402163538021,Very Low
287,CO,Montezuma,25806,19.3445752465797,Very Low
288,CO,Montrose,42636,25.930639516385614,Very Low
289,CO,Morgan,29096,72.35125676105632,Relatively Low
290,CO,Otero,18678,17.276487432389438,Very Low
291,CO,Ouray,4859,4.77251034043907,Very Low
292,CO,Park,17300,30.63951638561884,Very Low
293,CO,Phillips,4523,27.807826916958323,Very Low
294,CO,Pitkin,17292,45.911549475023854,Very Low
295,CO,Prowers,11979,32.230353165765194,Very Low
296,CO,Pueblo,168034,79.79637289214126,Relatively Low
297,CO,Rio Blanco,6520,16.290168628698694,Very Low
298,CO,Rio Grande,11498,25.230671333121222,Very Low
299,CO,Routt,24767,8.176901049952274,Very Low
300,CO,Saguache,6323,7.858733693923003,Very Low
301,CO,San Juan,699,7.731466751511295,Very Low
302,CO,San Miguel,8002,25.326121539930003,Very Low
303,CO,Sedgwick,2395,26.344257079223674,Very Low
304,CO,Summit,31040,29.7804645243398,Very Low
305,CO,Teller,24661,61.97900095450207,Relatively Low
306,CO,Washington,4806,8.876869233216672,Very Low
307,CO,Weld,328800,89.24594336621062,Relatively Moderate
308,CO,Yuma,9960,63.28348711422208,Relatively Low
309,CT,Fairfield,957322,95.4502068087814,Relatively High
310,CT,Hartford,898547,91.47311485841551,Relatively Moderate
311,CT,Litchfield,185062,82.50079541839008,Relatively Low
312,CT,Middlesex,164179,78.36461979000956,Relatively Low
313,CT,New Haven,864495,94.4638880050907,Relatively Moderate
314,CT,New London,268434,87.3687559656379,Relatively Moderate
315,CT,Tolland,149768,67.06967865097042,Relatively Low
316,CT,Windham,116384,69.5195672923958,Relatively Low
317,DE,Kent,181705,84.7597836461979,Relatively Moderate
318,DE,New Castle,570089,90.77314667515112,Relatively Moderate
319,DE,Sussex,237214,92.93668469615017,Relatively Moderate
320,DC,District Of Columbia,688888,91.5685650652243,Relatively Moderate
321,FL,Alachua,277984,93.82755329303214,Relatively Moderate
322,FL,Baker,27852,46.770601336302896,Very Low
323,FL,Bay,174869,97.48647788736876,Relatively High
324,FL,Bradford,28233,70.2195354756602,Relatively Low
325,FL,Brevard,606067,99.36366528794144,Relatively High
326,FL,Broward,1940829,99.74546611517657,Very High
327,FL,Calhoun,13597,68.53324848870506,Relatively Low
328,FL,Charlotte,186734,96.5956092904868,Relatively High
329,FL,Citrus,153476,95.8956411072224,Relatively High
330,FL,Clay,218078,88.76869233216672,Relatively Moderate
331,FL,Collier,375443,98.8545975182946,Relatively High
332,FL,Columbia,69648,84.95068405981546,Relatively Moderate
333,FL,Desoto,33898,90.42316258351892,Relatively Moderate
334,FL,Dixie,16706,67.86509704104358,Relatively Low
335,FL,Duval,994675,97.83646197900096,Relatively High
336,FL,Escambia,321367,97.86827871460389,Relatively High
337,FL,Flagler,115270,88.35507476932865,Relatively Moderate
338,FL,Franklin,12426,70.66496977410117,Relatively Low
339,FL,Gadsden,43693,80.05090677696467,Relatively Low
340,FL,Gilchrist,17826,49.061406299713646,Relatively Low
341,FL,Glades,12052,74.99204581609926,Relatively Low
342,FL,Gulf,14176,76.26471524021633,Relatively Low
343,FL,Hamilton,13941,65.065224307986,Relatively Low
344,FL,Hardee,25302,80.27362392618518,Relatively Low
345,FL,Hendry,39371,91.15494750238624,Relatively Moderate
346,FL,Hernando,194448,95.54565701559022,Relatively High
347,FL,Highlands,101136,90.29589564110722,Relatively Moderate
348,FL,Hillsborough,1458282,99.55456570155901,Very High
349,FL,Holmes,19618,83.20076360165446,Relatively Moderate
350,FL,Indian River,159719,97.07286032453072,Relatively High
351,FL,Jackson,47249,85.8097359210945,Relatively Moderate
352,FL,Jefferson,14359,49.69774101177219,Relatively Low
353,FL,Lafayette,8205,52.08399618199173,Relatively Low
354,FL,Lake,383042,95.22748965956093,Relatively Moderate
355,FL,Lee,759922,99.49093223035315,Relatively High
356,FL,Leon,292157,94.55933821189946,Relatively Moderate
357,FL,Levy,42750,83.26439707286033,Relatively Moderate
358,FL,Liberty,6344,40.5663378937321,Very Low
359,FL,Madison,17964,70.3468024180719,Relatively Low
360,FL,Manatee,399485,98.44097995545657,Relatively High
361,FL,Marion,375566,96.2456251988546,Relatively High
362,FL,Martin,158246,96.53197581928094,Relatively High
363,FL,Miami-Dade,2698679,99.80909958638243,Very High
364,FL,Monroe,82390,95.92745784282533,Relatively High
365,FL,Nassau,90123,83.07349665924275,Relatively Moderate
366,FL,Okaloosa,211293,97.4228444161629,Relatively High
367,FL,Okeechobee,39455,87.59147311485842,Relatively Moderate
368,FL,Orange,1428790,98.56824689786829,Relatively High
369,FL,Osceola,387795,95.13203945275215,Relatively Moderate
370,FL,Palm Beach,1489461,99.71364937957364,Very High
371,FL,Pasco,561566,99.04549793191218,Relatively High
372,FL,Pinellas,958822,99.20458160992682,Relatively High
373,FL,Polk,721918,98.02736239261853,Relatively High
374,FL,Putnam,73208,90.16862869869551,Relatively Moderate
375,FL,St. Johns,273175,94.1457206490614,Relatively Moderate
376,FL,St. Lucie,328876,98.31371301304486,Relatively High
377,FL,Santa Rosa,187714,95.51384027998729,Relatively High
378,FL,Sarasota,433908,98.40916321985365,Relatively High
379,FL,Seminole,470586,95.64110722239897,Relatively High
380,FL,Sumter,129698,88.92777601018136,Relatively Moderate
381,FL,Suwannee,43427,82.15081132675788,Relatively Low
382,FL,Taylor,21690,74.00572701240851,Relatively Low
383,FL,Union,16088,43.079860006363354,Very Low
384,FL,Volusia,551829,97.51829462297168,Relatively High
385,FL,Wakulla,33756,68.59688195991092,Relatively Low
386,FL,Walton,75211,94.68660515431117,Relatively Moderate
387,FL,Washington,25288,87.71874005727011,Relatively Moderate
388,GA,Appling,18314,72.31944002545339,Relatively Low
389,GA,Atkinson,8264,41.13903913458479,Very Low
390,GA,Bacon,11116,48.74323894368438,Relatively Low
391,GA,Baker,2855,10.722239898186446,Very Low
392,GA,Baldwin,43775,42.15717467387846,Very Low
393,GA,Banks,18018,19.91727648743239,Very Low
394,GA,Barrow,83288,54.69296850143175,Relatively Low
395,GA,Bartow,108726,73.52847597836461,Relatively Low
396,GA,Ben Hill,17137,41.52083996181992,Very Low
397,GA,Berrien,18160,54.08845052497614,Relatively Low
398,GA,Bibb,157280,76.42379891823097,Relatively Low
399,GA,Bleckley,12537,15.908367801463568,Very Low
400,GA,Brantley,17976,57.46102449888642,Relatively Low
401,GA,Brooks,16297,52.37034680241808,Relatively Low
402,GA,Bryan,44426,87.52783964365254,Relatively Moderate
403,GA,Bulloch,80942,89.21412663060771,Relatively Moderate
404,GA,Burke,24347,58.3837098313713,Relatively Low
405,GA,Butts,25426,16.60833598472797,Very Low
406,GA,Calhoun,5573,25.96245625198855,Very Low
407,GA,Camden,54619,85.30066815144765,Relatively Moderate
408,GA,Candler,10953,40.18453706649698,Very Low
409,GA,Carroll,119058,76.64651606745147,Relatively Low
410,GA,Catoosa,67817,62.16990136811963,Relatively Low
411,GA,Charlton,12459,56.63378937321031,Relatively Low
412,GA,Chatham,293520,98.66369710467704,Relatively High
413,GA,Chattahoochee,9529,3.308940502704422,Very Low
414,GA,Chattooga,24938,54.72478523703468,Relatively Low
415,GA,Cherokee,266412,82.65987909640471,Relatively Low
416,GA,Clarke,128510,67.73783009863187,Relatively Low
417,GA,Clay,2848,14.285714285714285,Very Low
418,GA,Clayton,297436,86.47788736875597,Relatively Moderate
419,GA,Clinch,6718,35.92109449570474,Very Low
420,GA,Cobb,764915,92.20489977728286,Relatively Moderate
421,GA,Coffee,43015,77.34648425071587,Relatively Low
422,GA,Colquitt,45835,81.51447661469933,Relatively Low
423,GA,Columbia,155619,76.4556156538339,Relatively Low
424,GA,Cook,17209,60.03818008272352,Relatively Low
425,GA,Coweta,146099,67.6423798918231,Relatively Low
426,GA,Crawford,12119,7.190582246261533,Very Low
427,GA,Crisp,20073,61.11994909322304,Relatively Low
428,GA,Dade,16217,33.85300668151447,Very Low
429,GA,Dawson,26760,24.817053770283167,Very Low
430,GA,Decatur,29305,80.78269169583201,Relatively Low
431,GA,Dekalb,763614,89.62774419344576,Relatively Moderate
432,GA,Dodge,19846,32.26216990136812,Very Low
433,GA,Dooly,11183,37.09831371301304,Very Low
434,GA,Dougherty,85747,79.51002227171492,Relatively Low
435,GA,Douglas,144139,75.08749602290804,Relatively Low
436,GA,Early,10781,59.401845370664965,Relatively Low
437,GA,Echols,3694,4.263442570792237,Very Low
438,GA,Effingham,64648,79.16003818008272,Relatively Low
439,GA,Elbert,19609,28.44416162901686,Very Low
440,GA,Emanuel,22739,58.51097677378301,Relatively Low
441,GA,Evans,10729,63.85618835507477,Relatively Low
442,GA,Fannin,25270,39.23003499840917,Very Low
443,GA,Fayette,118998,68.78778237352847,Relatively Low
444,GA,Floyd,98532,78.65097041043589,Relatively Low
445,GA,Forsyth,251239,81.16449252306715,Relatively Low
446,GA,Franklin,23415,28.85777919185492,Very Low
447,GA,Fulton,1065539,92.30034998409167,Relatively Moderate
448,GA,Gilmer,31286,61.46993318485522,Relatively Low
449,GA,Glascock,2884,3.372573973910277,Very Low
450,GA,Glynn,84424,90.80496341075404,Relatively Moderate
451,GA,Gordon,57400,65.98790964047089,Relatively Low
452,GA,Grady,26150,77.12376710149539,Relatively Low
453,GA,Greene,18862,22.430798600063635,Very Low
454,GA,Gwinnett,956460,91.44129812281261,Relatively Moderate
455,GA,Habersham,45948,36.430162265351576,Very Low
456,GA,Hall,202853,81.38720967228761,Relatively Low
457,GA,Hancock,8698,6.936048361438115,Very Low
458,GA,Haralson,29903,23.862551702195358,Very Low
459,GA,Harris,34598,17.467387846007,Very Low
460,GA,Hart,25791,30.130448615972,Very Low
461,GA,Heard,11409,12.694877505567929,Very Low
462,GA,Henry,240522,75.97836461979,Relatively Low
463,GA,Houston,163485,71.07858733693922,Relatively Low
464,GA,Irwin,9611,29.81228125994273,Very Low
465,GA,Jackson,75573,58.44734330257716,Relatively Low
466,GA,Jasper,14558,6.299713649379574,Very Low
467,GA,Jeff Davis,14730,46.993318485523375,Very Low
468,GA,Jefferson,15665,41.87082405345212,Very Low
469,GA,Jenkins,8650,28.57142857142857,Very Low
470,GA,Johnson,9185,14.062997136493795,Very Low
471,GA,Jones,28314,13.0130448615972,Very Low
472,GA,Lamar,18488,10.117721921730832,Very Low
473,GA,Lanier,9857,15.399300031816734,Very Low
474,GA,Laurens,49463,53.42029907731467,Relatively Low
475,GA,Lee,32818,45.81609926821508,Very Low
476,GA,Liberty,65134,94.11390391345849,Relatively Moderate
477,GA,Lincoln,7683,10.435889277760102,Very Low
478,GA,Long,16069,56.47470569519568,Relatively Low
479,GA,Lowndes,118124,81.3553929366847,Relatively Low
480,GA,Lumpkin,33448,32.80305440661788,Very Low
481,GA,Mcduffie,21626,33.8848234171174,Very Low
482,GA,Mcintosh,10934,79.28730512249443,Relatively Low
483,GA,Macon,12076,28.28507795100223,Very Low
484,GA,Madison,30080,36.04836143811645,Very Low
485,GA,Marion,7466,4.136175628380529,Very Low
486,GA,Meriwether,20583,17.78555520203627,Very Low
487,GA,Miller,5989,45.561565383391674,Very Low
488,GA,Mitchell,21741,72.82850779510022,Relatively Low
489,GA,Monroe,27887,21.95354756601973,Very Low
490,GA,Montgomery,8579,15.558383709831372,Very Low
491,GA,Morgan,20044,22.048997772828507,Very Low
492,GA,Murray,39914,60.22908049634109,Relatively Low
493,GA,Muscogee,206469,69.23321667196946,Relatively Low
494,GA,Newton,112350,62.74260260897232,Relatively Low
495,GA,Oconee,41747,23.544384346166083,Very Low
496,GA,Oglethorpe,14820,11.00859051861279,Very Low
497,GA,Paulding,168657,71.30130448615972,Relatively Low
498,GA,Peach,27943,32.93032134902959,Very Low
499,GA,Pickens,33175,36.33471205854279,Very Low
500,GA,Pierce,19713,70.15590200445433,Relatively Low
501,GA,Pike,18887,6.172446706967865,Very Low
